targ_Co,net_id,community,net_name,burnin_time
0.05359333758391879,10,kashmir,down_niche,5000
0.10015705237626768,18,greenland,atn,5000
0.14790019237177113,8,greenland,down_niche,5000
0.14134530383157667,6,dolomites,atn,5000
0.1325730842502795,12,tibet,atn,5000
0.12544313803518975,16,tibet,down_rand,5000
0.1001073140058574,1,greenland,atn,5000
0.12227163347290085,26,kashmir,down_link,5000
0.10180120395621034,3,greenland,down_rand,5000
0.14790019237177113,8,dolomites,metaweb,5000
0.08869017758060528,7,dolomites,niche,5000
0.06559894078556319,14,greenland,metaweb,5000
0.11875432402855078,15,kashmir,atn,5000
0.14790019237177113,8,dolomites,down_power,5000
0.09669891837584839,17,turkiye,down_niche,5000
0.1001073140058574,1,meishan,atn,5000
0.1450434217413936,25,dolomites,down_niche,5000
0.14790019237177113,8,dolomites,down_rand,5000
0.1487554453104393,11,greenland,down_power,5000
0.10464586405049539,9,tibet,atn,5000
0.1379784657764207,19,greenland,down_niche,5000
0.14134530383157667,6,meishan,down_niche,5000
0.12227163347290085,26,tibet,atn,5000
0.09631068540997012,28,kashmir,atn,5000
0.1344119441562362,4,greenland,atn,5000
0.05820917600388678,13,tibet,niche,5000
0.06559894078556319,14,tibet,atn,5000
0.05359333758391879,10,kashmir,down_rand,5000
0.1344119441562362,4,kashmir,metaweb,5000
0.05359333758391879,10,meishan,down_link,5000
0.1325730842502795,12,meishan,niche,5000
0.13346342364026428,29,greenland,down_power,5000
0.05359333758391879,10,meishan,down_niche,5000
0.05359333758391879,10,greenland,niche,5000
0.08869017758060528,7,tibet,atn,5000
0.14134530383157667,6,greenland,niche,5000
0.1217756359853721,20,turkiye,atn,5000
0.11875432402855078,15,tibet,down_power,5000
0.13346342364026428,29,greenland,metaweb,5000
0.1217756359853721,20,greenland,atn,5000
